Draft,Bwc_most_infl,Bwc_least_infl,Bwc_avg,Email_count_most_infl,Email_count_least_infl,Email_count_avg,Age_most_infl,Age_least_infl,Age_avg,Total_authors,In_top10,In_next20,Draft_published_most_infl,Draft_published_least_infl,Draft_published_avg,Areas_most_infl,Areas_least_infl,Areas_avg,Mlist_count_most_infl,Mlist_count_least_infl,Mlist_count_avg,cisco,huawei,ericsson,nokia,juniper,nortel,microsoft,sun,at&t,china mobile,alcatel-lucent,nec,comcast,google,ibm,alcatel,mit,uc3m,france,tsinghua university
draft-zimmermann-tcpm-tcp-rfc4614bis,0.1191,0.0,0.025,440,17,148.2,9.5,12.5,12.1,5,1,1,1,1,1.0,10,1,1.0,38,1,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-castellani-core-coap-overhead,0.0095,0.0095,0.009,122,122,122.0,1.0,1.0,1.0,2,0,1,0,0,0.0,4,4,0.0,6,6,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-liu-intarea-gre-tunnel-yang,0.0,0.0,0.0,16,16,16.0,0.5,0.5,0.5,3,0,0,1,1,1.0,3,3,1.0,3,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-miedzowicz-tdp-topology-discover,0.0,0.0,0.0,1,1,1.0,4.0,4.0,4.0,1,0,0,0,0,0.0,1,1,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zhu-pkinit-ecc,0.0037,0.0037,0.004,127,127,127.0,3.0,3.0,3.0,3,0,1,1,1,1.0,3,3,1.0,5,5,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-swett-nwcrg-coding-for-quic,0.1496,0.0,0.066,515,6,328.0,22.0,2.0,13.75,4,3,0,1,1,1.0,7,2,1.0,33,2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
draft-jaehwoon-icc-gacodel,0.0,0.0,0.0,1,1,1.0,14.5,14.5,14.5,3,0,0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kunze-coinrg-transport-issues,0.0295,0.0,0.01,67,0,27.333,20.0,21.0,14.167,3,1,0,1,1,1.0,4,0,1.0,8,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-liu-t2trg-secure-bootstrapping,0.0048,0.0,0.002,220,0,110.0,7.0,-3.0,2.0,2,0,1,1,0,0.5,8,0,0.5,31,0,15.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
draft-kumaki-murai-pce-pcep-extension-l3vpn,0.0,0.0,0.0,16,7,8.667,11.5,2.5,7.167,3,0,0,1,1,0.667,1,1,0.667,6,2,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-wu-identifier-sln-objects-mapping,0.0,0.0,0.0,0,0,0.0,7.5,7.5,7.5,4,0,0,1,1,1.0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kini-mpls-entropy-label-src-stacked-tunnels,0.0331,0.0,0.014,175,15,142.0,12.5,10.5,10.833,3,2,0,1,1,1.0,5,2,1.0,18,6,13.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-itef-gpsoverwifi-robertbrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-liu-idr-flowspec-ifit,0.0051,0.0,0.002,70,10,26.667,15.5,0.0,11.0,3,0,1,1,1,1.0,3,2,1.0,6,5,3.667,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-sfc-sinha-5g-ims-dual-reg,0.0053,0.0,0.003,4,1,2.5,7.0,11.5,9.25,4,0,1,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ma-cdni-metadata,0.0073,0.0073,0.007,115,115,115.0,1.5,1.5,1.5,1,0,1,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-regext-org-ext,0.0463,0.0004,0.014,474,47,204.25,17.0,10.0,12.0,5,1,2,1,1,1.0,6,7,1.0,11,8,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hares-i2rs-info-model-service-topo,0.1505,0.0003,0.051,1670,33,825.75,25.0,0.5,8.5,4,2,0,0,1,0.75,8,3,0.75,56,11,34.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-moran-fud-architecture,0.3858,0.0003,0.193,2128,38,1083.0,15.5,0.0,7.75,3,1,0,1,1,1.0,12,1,1.0,82,2,42.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-pauly-taps-guidelines,0.0,0.0,0.0,176,176,176.0,2.5,2.5,2.5,1,0,0,1,1,1.0,6,6,1.0,18,18,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-wessels-dns-zone-digest,0.2733,0.0,0.067,1605,1,424.4,13.0,1.0,13.0,5,2,1,1,1,1.0,10,1,1.0,129,1,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
draft-schwartz-svcb-dns,0.0483,0.0483,0.048,424,424,424.0,11.0,11.0,11.0,1,1,0,1,1,1.0,7,7,1.0,28,28,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
draft-ietf-mpls-ldp-mldp-yang,0.0298,0.0,0.009,324,8,138.667,11.5,3.0,8.583,6,3,0,1,1,1.0,7,1,1.0,30,4,14.5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-snell-httpbis-keynego,0.116,0.116,0.116,1104,1104,1104.0,9.0,9.0,9.0,1,1,0,1,1,1.0,4,4,1.0,10,10,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-mpls-mldp-in-band-wildcard-encoding,0.0621,0.0,0.023,337,8,138.0,5.0,6.5,7.5,5,3,0,1,1,1.0,4,1,1.0,31,4,12.6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-chen-mpls-tp-bidir-lsp-association,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-wang-bier-ethernet,0.0005,0.0,0.0,35,0,11.667,2.0,13.0,4.833,3,0,0,1,1,0.667,2,0,0.667,6,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-wu-hokey-ldn-discovery,0.2148,0.0,0.072,1376,104,640.333,17.5,1.5,7.5,3,1,0,1,1,1.0,10,2,1.0,31,11,21.333,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-grow-blackholing,0.0464,0.0,0.013,240,11,171.2,6.5,15.0,8.5,5,2,0,1,0,0.8,5,2,0.8,11,4,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-york-vpoll,0.0525,0.0111,0.032,477,47,262.0,19.5,12.0,15.75,3,2,0,1,1,1.0,5,3,1.0,28,8,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-mlichvar-ntp-correction-field,0.0024,0.0024,0.002,290,290,290.0,4.0,4.0,4.0,1,0,1,1,1,1.0,1,1,1.0,2,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-brandt-rl2n-home-routing-reqs,0.2095,0.2095,0.209,694,694,694.0,6.0,6.0,6.0,1,1,0,0,0,0.0,5,5,0.0,17,17,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ribiere-savi-prefix-guard,0.0002,0.0,0.0,413,14,213.5,6.0,4.0,5.0,3,0,0,1,1,1.0,5,3,1.0,20,5,12.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-chen-idr-bgp-srv6-sid-allocation,0.0252,0.0015,0.013,283,142,218.333,7.0,6.0,7.333,3,2,0,1,1,1.0,6,3,1.0,25,15,19.333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-qin-v6ops-icp-transition,0.0002,0.0002,0.0,17,17,17.0,0.5,0.5,0.5,2,0,0,1,1,1.0,4,4,1.0,4,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-herbert-intarea-ams,0.0968,0.0968,0.097,2172,2172,2172.0,5.0,5.0,5.0,2,1,0,1,1,1.0,8,8,1.0,43,43,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-taylor-pim-v4v6-translation,0.2051,0.0001,0.103,870,43,456.5,14.0,3.5,8.75,2,1,0,1,1,1.0,9,5,1.0,37,11,24.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-pals-ms-pw-protection,0.3187,0.0,0.075,1374,10,414.333,17.0,8.5,12.167,6,3,1,1,1,0.833,7,1,0.833,46,3,19.667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
draft-elpro-ipv4-lowpan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-gersch-dnsop-revdns-cidr,0.0019,0.0,0.001,205,14,73.667,3.5,1.0,6.0,4,0,1,0,1,0.667,6,3,0.667,10,4,5.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bonaventure-informed-path-selection,0.0007,0.0,0.0,13,2,7.5,-0.5,0.0,-0.25,2,0,0,1,1,1.0,1,1,1.0,2,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-krishnan-mip6-firewall-admin,0.1245,0.0,0.032,566,61,189.0,4.5,8.0,5.25,4,1,1,1,1,1.0,6,2,1.0,31,7,12.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zhang-hip-privacy-protection,0.0344,0.0,0.017,254,80,167.0,8.0,3.0,5.5,2,1,0,1,1,1.0,5,5,1.0,14,12,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-vidya-p2psip-replication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-petithuguenin-p2psip-reload-bis,0.1394,0.1394,0.139,638,638,638.0,12.0,12.0,12.0,1,1,0,1,1,1.0,7,7,1.0,42,42,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bellis-dnsop-http-record,0.2611,0.2611,0.261,1105,1105,1105.0,27.0,27.0,27.0,1,1,0,1,1,1.0,12,12,1.0,85,85,85.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
draft-xie-bidirectional-messaging,0.0069,0.0,0.003,67,1,34.0,2.5,12.0,7.25,2,0,1,1,0,0.5,2,1,0.5,3,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-andreasen-dots-info-data-model,0.0306,0.0071,0.019,927,375,651.0,5.0,16.5,10.75,2,2,0,1,1,1.0,9,5,1.0,35,10,22.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-litkowski-rtgwg-uloop-delay,0.0144,0.0,0.008,426,26,254.25,11.0,5.0,7.875,4,2,1,1,1,1.0,5,1,1.0,21,7,15.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-berger-ccamp-assoc-info,0.0695,0.0,0.034,452,10,276.667,13.5,8.5,10.333,3,2,0,1,1,1.0,7,2,1.0,25,2,16.667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kashima-ipfix-data-link-layer-monitoring,0.0083,0.0062,0.007,134,20,77.0,6.0,2.5,4.25,3,0,2,1,1,1.0,7,1,1.0,8,2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-groves-core-senml-options,0.0375,0.0,0.019,679,2,340.5,16.5,2.5,9.5,2,1,0,1,1,1.0,5,2,1.0,15,2,8.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-rohit-ancp-nas-mib,0.0062,0.0,0.003,8,6,7.0,2.0,7.5,4.75,3,0,1,1,1,1.0,1,1,1.0,1,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-blanchet-urn-ianachange,0.1488,0.1488,0.149,682,682,682.0,16.5,16.5,16.5,1,1,0,1,1,1.0,10,10,1.0,63,63,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-krishnan-6man-header-reserved-bits,0.2218,0.164,0.193,1362,850,1106.0,20.0,7.0,13.5,2,2,0,1,1,1.0,9,7,1.0,65,42,53.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-pthubert-raw-architecture,0.2881,0.0009,0.101,2583,82,908.667,17.5,3.5,16.333,3,2,0,1,1,0.667,9,4,0.667,51,10,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-gu-sdnrg-decoupling-scheme-hypervisor-sdn,0.0005,0.0,0.0,34,3,18.5,1.5,5.5,3.5,2,0,0,1,1,1.0,4,2,1.0,14,2,8.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
draft-li-cross-ietf-area-work,0.0252,0.0252,0.025,283,283,283.0,7.0,7.0,7.0,1,1,0,1,1,1.0,6,6,1.0,25,25,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-dhg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-nsdt-transport-slice-definition,0.0242,0.0003,0.01,348,147,186.5,16.0,15.0,11.875,4,2,0,1,1,0.75,6,4,0.75,19,6,15.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-xiang-alto-multidomain-usecases,0.0116,0.0,0.004,160,0,63.667,13.0,13.5,9.833,3,1,0,1,1,1.0,4,0,1.0,4,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-jiang-kitten-rf-fingerprint-auth,0.0,0.0,0.0,0,0,0.0,9.5,9.5,9.5,2,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-daede-netvc-testing,0.0115,0.0109,0.011,34,31,32.5,6.5,0.5,3.5,2,2,0,1,1,1.0,2,3,1.0,7,4,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-liu-behave-ftp64,0.0177,0.0112,0.014,169,104,136.5,4.0,1.0,2.5,2,2,0,1,1,1.0,5,6,1.0,20,15,17.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
draft-gnawali-roll-rpl-recommendations,0.0278,0.0173,0.023,525,155,340.0,12.5,5.0,8.75,2,2,0,0,1,0.5,3,2,0.5,7,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-xxx-bgpsec-overview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-netmod-yang-json,0.0783,0.0783,0.078,2573,2573,2573.0,9.5,9.5,9.5,1,1,0,1,1,1.0,7,7,1.0,25,25,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-roll-rpl,0.4787,0.0041,0.072,1817,288,501.1,9.5,2.0,6.1,10,6,4,1,1,0.9,9,4,0.9,41,6,13.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-netconf-distributed-notif,0.0486,0.0,0.019,494,7,285.4,6.0,16.0,9.7,5,2,0,1,1,1.0,8,2,1.0,39,2,15.6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-vonhugo-multimob-dmm-concept,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-sipcore-originating-cdiv-parameter,0.0032,0.0032,0.003,85,85,85.0,13.5,13.5,13.5,1,0,1,1,1,1.0,3,3,1.0,5,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-grothoff-iesg-special-use-p2p-gns,0.0164,0.0004,0.006,123,67,78.0,3.0,1.5,2.167,5,1,1,1,1,1.0,5,1,1.0,10,1,5.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-tsvwg-rfc4960-bis,0.1385,0.0,0.046,328,18,131.667,20.0,20.5,19.167,3,1,0,1,1,0.667,9,3,0.667,25,5,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-lijo-6lo-expiration-time,0.0555,0.0,0.016,397,33,138.5,23.0,2.0,7.5,6,1,2,1,0,0.75,6,2,0.75,39,3,13.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-pwe3-congestion-frmwk,0.3668,0.0117,0.112,977,75,373.0,9.0,13.0,9.625,4,4,0,1,0,0.75,8,4,0.75,33,12,18.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-vanderstok-roll-admin-local-policy,0.0079,0.0079,0.008,229,229,229.0,4.5,4.5,4.5,1,0,1,1,1,1.0,6,6,1.0,16,16,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-sipcore-unwanted,0.0558,0.0558,0.056,507,507,507.0,24.5,24.5,24.5,1,1,0,1,1,1.0,7,7,1.0,20,20,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-suzuki-eens-requirements,0.0,0.0,0.0,4,4,4.0,1.5,1.5,1.5,2,0,0,0,0,0.0,1,1,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-porambage-core-dtls-certreq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-lamparter-homenet-isis-profile,0.0012,0.0012,0.001,119,119,119.0,12.0,12.0,12.0,1,0,0,1,1,1.0,4,4,1.0,12,12,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-jikim-netext-pbbpmipv6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-gomez-6lo-optimized-fragmentation-header,0.0128,0.0,0.008,72,0,63.333,24.5,7.0,14.167,3,2,0,1,1,1.0,6,0,1.0,18,0,9.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-mpls-fec-to-nhlfe-mib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-bess-ipv4nlri-ipv6nh-use-cases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-marques-pep-handshake,0.0079,0.0037,0.006,39,89,64.0,3.0,19.0,11.0,2,0,2,1,1,1.0,4,5,1.0,11,12,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-martin-authentication-results-tls,0.0179,0.0179,0.018,327,327,327.0,35.0,35.0,35.0,1,1,0,1,1,1.0,5,5,1.0,17,17,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-irtf-rrg-ilnp-adv,0.0176,0.0176,0.018,352,352,352.0,2.5,2.5,2.5,2,1,0,1,1,1.0,7,7,1.0,17,17,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zhang-virtual-multi-path-tcp,0.0157,0.0157,0.016,277,277,277.0,12.5,12.5,12.5,5,1,0,1,1,1.0,8,8,1.0,31,31,31.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
draft-ietf-precis-problem-statement,0.3918,0.1488,0.27,3292,682,1987.0,10.5,16.0,13.25,2,2,0,1,1,1.0,10,10,1.0,56,63,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-cms-masque-ip-proxy-reqs,0.0253,0.0,0.008,624,2,211.0,5.0,0.5,2.0,3,1,0,1,1,1.0,8,1,1.0,41,1,14.333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
draft-fiebig-acme-esecacme,0.0004,0.0,0.0,26,7,16.5,1.5,1.5,1.5,2,0,0,1,1,1.0,6,2,1.0,8,2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-nfsv4-versioning,0.0536,0.0536,0.054,710,710,710.0,14.5,14.5,14.5,1,1,0,1,1,1.0,5,5,1.0,8,8,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-v6ops-siit-dc,0.0039,0.0039,0.004,241,241,241.0,12.5,12.5,12.5,1,0,1,1,1,1.0,5,5,1.0,12,12,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-moriarty-pkcs1,0.308,0.0,0.103,2091,0,697.333,14.0,14.0,17.5,4,1,0,1,0,0.667,10,0,0.667,132,0,44.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-inadarei-api-health-check,0.0,0.0,0.0,1,1,1.0,0.5,0.5,0.5,1,0,0,0,0,0.0,1,1,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-wei-tsvwg-nested-header-compression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-sethi-gba-constrained,0.0,0.0,0.0,3,0,1.5,0.0,8.0,4.0,3,0,0,1,1,1.0,2,0,1.0,3,0,1.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-rtgyangdt-netmod-module-tags,0.2394,0.0127,0.092,1942,256,809.667,21.0,16.5,17.5,3,3,0,1,1,1.0,7,5,1.0,56,25,34.333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-luis140219-curdle-rc4-die-die-die,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kaapsgroup-authenticationtool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kaplan-martini-glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-acee-rtgwg-yang-rib,0.1465,0.0,0.073,1416,10,713.0,19.5,1.0,10.25,2,1,0,1,1,1.0,7,3,1.0,39,5,22.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-urien-hip-iot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zhou-ippm-ioam-yang,0.0486,0.0002,0.017,494,24,250.0,5.5,19.5,13.875,4,2,1,1,1,1.0,8,5,1.0,39,8,18.25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bashandy-bgp-frr-mirror-table,0.0002,0.0,0.0,11,36,19.0,1.5,8.0,3.667,3,0,0,1,1,1.0,2,1,1.0,3,4,4.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-lee-ecrit-rapidity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-burger-sip-info,0.4173,0.4173,0.417,1311,1311,1311.0,7.0,7.0,7.0,1,1,0,1,1,1.0,7,7,1.0,36,36,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-schmitt-ipfix-tiny,0.1443,0.0,0.048,1057,0,367.667,12.5,18.5,13.0,3,1,0,1,1,1.0,8,0,1.0,50,0,19.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zhang-iccp-stp,0.0128,0.0058,0.009,130,5,67.5,2.5,0.0,1.25,2,1,1,1,1,1.0,1,1,1.0,9,1,5.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-amsuess-core-coap-over-gatt,0.0223,0.0223,0.022,384,384,384.0,6.5,6.5,6.5,1,1,0,1,1,1.0,7,7,1.0,21,21,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-geng-spring-srv6-for-detnet,0.04,0.011,0.024,402,162,272.667,14.0,3.5,8.5,3,2,1,1,1,1.0,7,6,1.0,30,16,23.333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bernstein-ccamp-wson-encode,0.0074,0.0074,0.007,110,110,110.0,7.5,7.5,7.5,1,0,1,1,1,1.0,2,2,1.0,5,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-rescorla-quic-over-dtls,0.4891,0.4891,0.489,3375,3375,3375.0,24.0,24.0,24.0,1,1,0,1,1,1.0,10,10,1.0,136,136,136.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-avasarala-diameter-error-invalid-identity,0.0009,0.0009,0.001,19,19,19.0,17.0,17.0,17.0,2,0,0,1,1,1.0,2,2,1.0,4,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-curdle-ssh-modp-dh-sha2,0.005,0.005,0.005,169,169,169.0,25.5,25.5,25.5,1,0,1,1,1,1.0,3,3,1.0,8,8,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
